"","participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._round_number","participant._current_page_name","participant.ip_address","participant.time_started","participant.exclude_from_data_analysis","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","player.id_in_group","player.player_role","player.quiz_01_a","player.quiz_01_b","player.quiz_01_c","player.quiz_01_d","player.quiz_01_e","player.quiz_01_f","player.quiz_02_a","player.quiz_02_b","player.quiz_02_c","player.quiz_02_d","player.quiz_02_e","player.ret_score","player.vcm_score","player.vcm_ge_percent","player.passive_Player_Earnings","player.stage_round_count","player.paid_round","player.paid_active_round_score","player.round_payoff","player.GE_Low_A","player.GE_Low_F","player.mpcr","player.boycott_cost","player.passive_ge_contrib","player.A1_A_mult","player.A1_F_mult","player.F1_A_mult","player.F1_F_mult","player.A3_A_mult","player.A3_F_mult","player.N1_prob","player.A_stage1","player.F_stage2","player.A_stage3","player.Nature","player.terminal_choice","player.postStage_self_individual_exchange","player.postStage_self_ge","player.postStage_op_individual_exchange","player.postStage_op_group_exchange","player.postStage_round_points","player.followup_1","player.q_birthMonth","player.q_birthYear","player.q_sex","player.q_languages","player.q_YearsInUAE","player.q_nationality","player.q_major","player.q_part2strat","player.q_part3_A1strat","player.q_part3_F1strat","player.q_part3_A3strat","player.q_part3_dynamic","player.payoff","group.id_in_subsession","subsession.round_number","session.code","session.label","session.experimenter_name","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo","vcm_mean_ge_percent"
"275",15,"ijtcvkgo","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 08:17:02,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,6,NA,NA,47.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A4","N1","N1",5,15,5,15,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,6,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.389
"276",16,"j8nns44x","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 08:17:08,0,1,NA,NA,145,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,6,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","F1",5,15,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,6,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.41
"277",17,"i8c45hln","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 08:17:09,0,1,NA,NA,135,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,6,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F1",NA,"N1","F1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,6,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.312
"278",18,"wq6ym14w","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 08:17:13,0,1,NA,NA,140,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,6,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.232
"279",19,"k2t3llw5","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.185",2017-05-21 08:17:14,0,1,NA,NA,135,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,6,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A4","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,6,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.803
"280",20,"7cx4p2tg","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 08:17:18,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,6,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.505
"281",1,"xar42uw5","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 08:16:36,0,1,NA,NA,125,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.479
"282",2,"th2ag0sw","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 08:16:36,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.68
"283",3,"qgydt5xk","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 08:16:36,0,1,NA,NA,150,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.05
"284",4,"ap29v7v5","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 08:16:36,0,1,NA,NA,170,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.095
"285",5,"yjlz0tb0","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 08:16:36,0,1,NA,NA,140,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.213
"286",6,"wspquvpz","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 08:16:37,0,1,NA,NA,140,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.05
"287",7,"2kwxw539","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 08:16:39,0,1,NA,NA,160,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.52
"288",8,"bd7ze42m","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.145",2017-05-21 08:16:42,0,1,NA,NA,145,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.35
"289",9,"dbh0oq6l","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 08:16:43,0,1,NA,NA,150,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.31
"290",10,"en2q87b0","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 08:16:46,0,1,NA,NA,130,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,7,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F1",NA,"N2","F1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.325
"291",11,"06uyi8f4","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.67",2017-05-21 08:16:48,0,1,NA,NA,140,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,7,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F1",NA,"N1","F1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.05
"292",12,"5qkyvfh9","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 08:16:49,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.425
"293",13,"ffemdhve","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 08:16:53,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,7,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A4","N1","F1",5,15,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.95
"294",14,"bwrul2jw","SSEL_B_20",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.136",2017-05-21 08:16:53,0,1,NA,NA,145,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A4","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.5
"295",15,"ijtcvkgo","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 08:17:02,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A4","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.389
"296",16,"j8nns44x","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 08:17:08,0,1,NA,NA,145,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,7,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N2","F1",5,15,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.41
"297",17,"i8c45hln","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 08:17:09,0,1,NA,NA,135,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.312
"298",18,"wq6ym14w","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 08:17:13,0,1,NA,NA,140,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.232
"299",19,"k2t3llw5","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.185",2017-05-21 08:17:14,0,1,NA,NA,135,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A4","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.803
"300",20,"7cx4p2tg","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 08:17:18,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.505
"301",1,"xar42uw5","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 08:16:36,0,1,NA,NA,125,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,8,NA,NA,47.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A4","N1","N1",5,15,5,15,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.479
"302",2,"th2ag0sw","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 08:16:36,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,8,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N2","A3",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.68
"303",3,"qgydt5xk","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 08:16:36,0,1,NA,NA,150,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,8,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N2","A3",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.05
"304",4,"ap29v7v5","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 08:16:36,0,1,NA,NA,170,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,8,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A3",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.095
"305",5,"yjlz0tb0","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 08:16:36,0,1,NA,NA,140,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,8,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.213
"306",6,"wspquvpz","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 08:16:37,0,1,NA,NA,140,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,8,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N2","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.05
"307",7,"2kwxw539","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 08:16:39,0,1,NA,NA,160,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,8,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N1","A3",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.52
"308",8,"bd7ze42m","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.145",2017-05-21 08:16:42,0,1,NA,NA,145,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,8,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.35
"309",9,"dbh0oq6l","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 08:16:43,0,1,NA,NA,150,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,8,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","N1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.31
"310",10,"en2q87b0","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 08:16:46,0,1,NA,NA,130,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,8,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F1",NA,"N2","F1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.325
"311",11,"06uyi8f4","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.67",2017-05-21 08:16:48,0,1,NA,NA,140,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,8,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","N1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.05
"312",12,"5qkyvfh9","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 08:16:49,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,8,NA,NA,47.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A4","N1","N1",5,15,5,15,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.425
"313",13,"ffemdhve","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 08:16:53,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,8,NA,NA,47.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A4","N1","N1",5,15,5,15,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.95
"314",14,"bwrul2jw","SSEL_B_20",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.136",2017-05-21 08:16:53,0,1,NA,NA,145,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,8,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A4","N2","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.5
"315",15,"ijtcvkgo","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 08:17:02,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,8,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A4","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.389
"316",16,"j8nns44x","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 08:17:08,0,1,NA,NA,145,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,8,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N2","F1",5,15,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.41
"317",17,"i8c45hln","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 08:17:09,0,1,NA,NA,135,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,8,NA,NA,57.5,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N1","N1",15,5,5,15,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.312
"318",18,"wq6ym14w","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 08:17:13,0,1,NA,NA,140,2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,8,NA,NA,60,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,NA,"F2",NA,"N2","A1",5,5,5,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.232
"319",19,"k2t3llw5","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.185",2017-05-21 08:17:14,0,1,NA,NA,135,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,8,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A4","N2","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.803
"320",20,"7cx4p2tg","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 08:17:18,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,8,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,8,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.505
"321",1,"xar42uw5","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 08:16:36,0,1,NA,NA,125,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,9,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A1",NA,"A3","N1","A1",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,9,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.479
"322",2,"th2ag0sw","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 08:16:36,0,1,NA,NA,130,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,9,NA,NA,50,15,5,0.75,10,NA,1,1,1,3,1,1,0.75,"A2",NA,"A3","N2","A3",5,15,15,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,"wsvf3qiy",NA,NA,NA,NA,NA,0,0.68
